Belt	Quadrat	Layer	Year	Date	Scientific_name	Japanese_name	Cover
36	9	herb	1968	1968-08	Dryopteris crassirhizoma	オシダ	+
36	9	herb	1968	1968-08	Paris verticillata	クルマバツクバネソウ	+
36	9	herb	1968	1968-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	9	herb	1972	1972-08	Petasites japonicus subsp. giganteus	アキタブキ	+
36	9	herb	1972	1972-08	Calamagrostis purpurea subsp. langsdorfii	イワノガリヤス	+
36	9	herb	1972	1972-08	Dryopteris crassirhizoma	オシダ	+
36	9	herb	1972	1972-08	Impatiens noli-tangere	キツリフネ	+
36	9	herb	1972	1972-08	Cornus canadensis	ゴゼンタチバナ	+
36	9	herb	1972	1972-08	Oxalis acetosella	コミヤマカタバミ	+
36	9	herb	1972	1972-08	Streptopus streptopoides subsp. streptopoides	ヒメタケシマラン	+
36	9	herb	1972	1972-08	Maianthemum dilatatum	マイヅルソウ	+
36	9	herb	1972	1972-08	Adoxa moschatellina	レンプクソウ	+
36	9	herb	1976	1976-08	Petasites japonicus subsp. giganteus	アキタブキ	+
36	9	herb	1976	1976-08	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
36	9	herb	1976	1976-08	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
36	9	herb	1976	1976-08	Cornus canadensis	ゴゼンタチバナ	+
36	9	herb	1976	1976-08	Oxalis acetosella	コミヤマカタバミ	+
36	9	herb	1976	1976-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	9	herb	1976	1976-08	Senecio cannabifolius	ハンゴンソウ	+
36	9	herb	1976	1976-08	Maianthemum dilatatum	マイヅルソウ	+
36	9	herb	1980	1980-09	Petasites japonicus subsp. giganteus	アキタブキ	2
36	9	herb	1980	1980-09	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
36	9	herb	1980	1980-09	Cornus canadensis	ゴゼンタチバナ	+
36	9	herb	1980	1980-09	Oxalis acetosella	コミヤマカタバミ	+
36	9	herb	1980	1980-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
36	9	herb	1980	1980-09	Maianthemum dilatatum	マイヅルソウ	+
36	9	herb	1984	1984-09	Petasites japonicus subsp. giganteus	アキタブキ	1
36	9	herb	1984	1984-09	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
36	9	herb	1984	1984-09	Calamagrostis purpurea subsp. langsdorfii	イワノガリヤス	+
36	9	herb	1984	1984-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	9	herb	1988	1989-09	Petasites japonicus subsp. giganteus	アキタブキ	2
36	9	herb	1988	1989-09	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
36	9	herb	1988	1989-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
36	9	herb	1998	1998-07-22	Petasites japonicus subsp. giganteus	アキタブキ	3
36	9	herb	1998	1998-07-22	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
36	9	herb	1998	1998-07-22	Calamagrostis purpurea subsp. langsdorfii	イワノガリヤス	+
36	9	herb	1998	1998-07-22	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	9	herb	2002	2002-07-31	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	9	herb	2002	2002-07-31	Petasites japonicus subsp. giganteus	アキタブキ	2
36	9	herb	2002	2002-07-31	Viola selkirkii	ミヤマスミレ	+
36	9	herb	2002	2002-07-31	Laportea bulbifera	ムカゴイラクサ	+
36	9	herb	2009	2009-07-29	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	9	herb	2009	2009-07-29	Petasites japonicus subsp. giganteus	アキタブキ	2
36	9	herb	2009	2009-07-29	Laportea bulbifera	ムカゴイラクサ	+
36	9	herb	2017	2017-08-08	Petasites japonicus subsp. giganteus	アキタブキ	2
36	9	vine	1957	1957-09	Actinidia kolomikta	ミヤママタタビ	1
36	9	vine	1958	1958-08	Actinidia kolomikta	ミヤママタタビ	1
36	9	vine	1960	1960-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1961	1961-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1962	1962-09	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1963	1963-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1964	1964-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1965	1965-08	Actinidia kolomikta	ミヤママタタビ	1
36	9	vine	1966	1966-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1968	1968-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1972	1972-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1976	1976-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1980	1980-09	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1984	1984-09	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1988	1989-09	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	1998	1998-07-22	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	2009	2009-07-29	Actinidia kolomikta	ミヤママタタビ	+
36	9	vine	2017	2017-08-08	Actinidia kolomikta	ミヤママタタビ	+
36	9	moss	1984	1984-09	Moss	コケ類	+
36	9	moss	1988	1989-09	Moss	コケ類	+
36	9	moss	1998	1998-07-22	Moss	コケ類	+
36	9	moss	2002	2002-07-31	Moss	コケ類	2
36	9	moss	2009	2009-07-29	Moss	コケ類	1
36	9	moss	2017	2017-08-08	Moss	コケ類	1
36	10	canopy	2017	2017-08-08	Betula ermanii	ダケカンバ	1
36	10	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	10	shrub	1957	1957-09	Sasa senanensis	クマイザサ	5
36	10	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
36	10	shrub	1958	1958-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	10	shrub	1958	1958-08	Sasa senanensis	クマイザサ	3
36	10	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
36	10	shrub	1959	1959-09	Sasa senanensis	クマイザサ	4
36	10	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	10	shrub	1960	1960-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1960	1960-08	Ribes horridum	クロミノハリスグリ	1
36	10	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	10	shrub	1961	1961-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	10	shrub	1962	1962-09	Sasa senanensis	クマイザサ	5
36	10	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	10	shrub	1963	1963-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	10	shrub	1964	1964-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	10	shrub	1965	1965-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1965	1965-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	10	shrub	1966	1966-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1966	1966-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1967	1967-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	10	shrub	1967	1967-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1967	1967-09	Sasa senanensis	クマイザサ	5
36	10	shrub	1968	1968-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	10	shrub	1968	1968-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1968	1968-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1972	1972-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	10	shrub	1972	1972-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1972	1972-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1976	1976-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	10	shrub	1976	1976-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1976	1976-08	Sasa senanensis	クマイザサ	5
36	10	shrub	1980	1980-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	10	shrub	1980	1980-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1980	1980-09	Sasa senanensis	クマイザサ	5
36	10	shrub	1984	1984-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	10	shrub	1984	1984-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	10	shrub	1984	1984-09	Sasa senanensis	クマイザサ	5
36	10	shrub	1988	1989-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	10	shrub	1988	1989-09	Sasa senanensis	クマイザサ	5
36	10	shrub	1998	1998-07-22	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	10	shrub	1998	1998-07-22	Sasa senanensis	クマイザサ	5
36	10	shrub	2002	2002-07-31	Sasa senanensis	クマイザサ	5
36	10	shrub	2009	2009-07-29	Sasa senanensis	クマイザサ	5
36	10	shrub	2009	2009-07-29	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	10	shrub	2017	2017-08-08	Sasa senanensis	クマイザサ	5
36	10	herb	1957	1957-09	Cornus canadensis	ゴゼンタチバナ	1
36	10	herb	1957	1957-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	2
36	10	herb	1958	1958-08	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1958	1958-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	2
36	10	herb	1959	1959-09	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1959	1959-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	10	herb	1960	1960-08	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1960	1960-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	2
36	10	herb	1960	1960-08	Peracarpa carnosa	タニギキョウ	+
36	10	herb	1961	1961-08	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1961	1961-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	10	herb	1961	1961-08	Maianthemum dilatatum	マイヅルソウ	+
36	10	herb	1962	1962-09	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1962	1962-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	1963	1963-08	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1963	1963-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	10	herb	1963	1963-08	Maianthemum dilatatum	マイヅルソウ	+
36	10	herb	1964	1964-08	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1964	1964-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
36	10	herb	1964	1964-08	Maianthemum dilatatum	マイヅルソウ	+
36	10	herb	1965	1965-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	10	herb	1966	1966-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
36	10	herb	1967	1967-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	1967	1967-09	Senecio cannabifolius	ハンゴンソウ	+
36	10	herb	1968	1968-08	Petasites japonicus subsp. giganteus	アキタブキ	+
36	10	herb	1968	1968-08	Oxalis acetosella	コミヤマカタバミ	+
36	10	herb	1968	1968-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
36	10	herb	1968	1968-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	10	herb	1972	1972-08	Petasites japonicus subsp. giganteus	アキタブキ	+
36	10	herb	1972	1972-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	2
36	10	herb	1972	1972-08	Senecio cannabifolius	ハンゴンソウ	+
36	10	herb	1976	1976-08	Petasites japonicus subsp. giganteus	アキタブキ	1
36	10	herb	1976	1976-08	Cornus canadensis	ゴゼンタチバナ	+
36	10	herb	1976	1976-08	Oxalis acetosella	コミヤマカタバミ	+
36	10	herb	1976	1976-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	1976	1976-08	Maianthemum dilatatum	マイヅルソウ	+
36	10	herb	1980	1980-09	Petasites japonicus subsp. giganteus	アキタブキ	3
36	10	herb	1980	1980-09	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
36	10	herb	1980	1980-09	Calamagrostis purpurea subsp. langsdorfii	イワノガリヤス	+
36	10	herb	1980	1980-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	1980	1980-09	Anemone debilis	ヒメイチゲ	+
36	10	herb	1980	1980-09	Maianthemum dilatatum	マイヅルソウ	+
36	10	herb	1984	1984-09	Petasites japonicus subsp. giganteus	アキタブキ	3
36	10	herb	1984	1984-09	Calamagrostis purpurea subsp. langsdorfii	イワノガリヤス	+
36	10	herb	1984	1984-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	1988	1989-09	Petasites japonicus subsp. giganteus	アキタブキ	2
36	10	herb	1988	1989-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	1998	1998-07-22	Petasites japonicus subsp. giganteus	アキタブキ	1
36	10	herb	1998	1998-07-22	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	2002	2002-07-31	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	10	herb	2002	2002-07-31	Petasites japonicus subsp. giganteus	アキタブキ	+
36	10	herb	2009	2009-07-29	Petasites japonicus subsp. giganteus	アキタブキ	2
36	10	herb	2009	2009-07-29	Laportea bulbifera	ムカゴイラクサ	+
36	10	herb	2017	2017-08-08	Petasites japonicus subsp. giganteus	アキタブキ	2
36	10	vine	1957	1957-09	Actinidia kolomikta	ミヤママタタビ	+
36	10	vine	1959	1959-09	Actinidia kolomikta	ミヤママタタビ	+
36	10	vine	1961	1961-08	Actinidia kolomikta	ミヤママタタビ	+
36	10	moss	1976	1976-08	Moss	コケ類	+
36	10	moss	1998	1998-07-22	Moss	コケ類	+
36	10	moss	2002	2002-07-31	Moss	コケ類	1
36	10	moss	2009	2009-07-29	Moss	コケ類	+
36	10	moss	2017	2017-08-08	Moss	コケ類	+
36	11	canopy	2017	2017-08-08	Betula ermanii	ダケカンバ	+
36	11	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	11	shrub	1957	1957-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	11	shrub	1957	1957-09	Sasa senanensis	クマイザサ	5
36	11	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	11	shrub	1958	1958-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1958	1958-08	Ribes sachalinense	トガスグリ	+
36	11	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	11	shrub	1959	1959-09	Sasa senanensis	クマイザサ	5
36	11	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	11	shrub	1960	1960-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	11	shrub	1961	1961-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	11	shrub	1961	1961-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	11	shrub	1962	1962-09	Sasa senanensis	クマイザサ	5
36	11	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	11	shrub	1963	1963-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	11	shrub	1964	1964-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	11	shrub	1965	1965-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	11	shrub	1966	1966-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1967	1967-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	11	shrub	1967	1967-09	Sasa senanensis	クマイザサ	5
36	11	shrub	1968	1968-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	11	shrub	1968	1968-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1972	1972-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	11	shrub	1972	1972-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1976	1976-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	11	shrub	1976	1976-08	Sasa senanensis	クマイザサ	5
36	11	shrub	1980	1980-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	11	shrub	1980	1980-09	Sasa senanensis	クマイザサ	5
36	11	shrub	1984	1984-09	Sasa senanensis	クマイザサ	5
36	11	shrub	1988	1989-09	Sasa senanensis	クマイザサ	5
36	11	shrub	1998	1998-07-22	Sasa senanensis	クマイザサ	5
36	11	shrub	2002	2002-07-31	Sasa senanensis	クマイザサ	5
36	11	shrub	2009	2009-07-29	Sasa senanensis	クマイザサ	5
36	11	shrub	2017	2017-08-08	Sasa senanensis	クマイザサ	5
36	11	herb	1957	1957-09	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
36	11	herb	1957	1957-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	11	herb	1958	1958-08	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
36	11	herb	1958	1958-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	11	herb	1958	1958-08	Peracarpa carnosa	タニギキョウ	+
36	11	herb	1959	1959-09	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
36	11	herb	1959	1959-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	11	herb	1960	1960-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	11	herb	1961	1961-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	2
36	11	herb	1961	1961-08	Cirsium kamtschaticum	チシマアザミ	+
36	11	herb	1962	1962-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
36	11	herb	1963	1963-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
36	11	herb	1963	1963-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	11	herb	1966	1966-08	Cirsium kamtschaticum	チシマアザミ	+
36	11	herb	1967	1967-09	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	11	herb	1998	1998-07-22	Petasites japonicus subsp. giganteus	アキタブキ	+
36	11	herb	2009	2009-07-29	Petasites japonicus subsp. giganteus	アキタブキ	2
36	11	herb	2017	2017-08-08	Petasites japonicus subsp. giganteus	アキタブキ	2
36	11	vine	1957	1957-09	Actinidia kolomikta	ミヤママタタビ	+
36	11	vine	1958	1958-08	Actinidia kolomikta	ミヤママタタビ	+
36	11	vine	1960	1960-08	Actinidia kolomikta	ミヤママタタビ	+
36	11	vine	1965	1965-08	Actinidia kolomikta	ミヤママタタビ	+
36	11	vine	1972	1972-08	Actinidia kolomikta	ミヤママタタビ	+
36	12	canopy	2017	2017-08-08	Salix caprea	バッコヤナギ	2
36	12	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	12	shrub	1957	1957-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	12	shrub	1957	1957-09	Sasa senanensis	クマイザサ	5
36	12	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
36	12	shrub	1958	1958-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	12	shrub	1959	1959-09	Sasa senanensis	クマイザサ	5
36	12	shrub	1959	1959-09	Ribes sachalinense	トガスグリ	+
36	12	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
36	12	shrub	1960	1960-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	12	shrub	1961	1961-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	12	shrub	1962	1962-09	Sasa senanensis	クマイザサ	5
36	12	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	12	shrub	1963	1963-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	12	shrub	1964	1964-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	12	shrub	1965	1965-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1965	1965-08	Ribes sachalinense	トガスグリ	+
36	12	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
36	12	shrub	1966	1966-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1966	1966-08	Ribes sachalinense	トガスグリ	+
36	12	shrub	1967	1967-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	12	shrub	1967	1967-09	Sasa senanensis	クマイザサ	5
36	12	shrub	1968	1968-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	12	shrub	1968	1968-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1972	1972-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	12	shrub	1972	1972-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1976	1976-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	12	shrub	1976	1976-08	Sasa senanensis	クマイザサ	5
36	12	shrub	1980	1980-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	12	shrub	1980	1980-09	Sasa senanensis	クマイザサ	5
36	12	shrub	1984	1984-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	12	shrub	1984	1984-09	Sasa senanensis	クマイザサ	5
36	12	shrub	1988	1989-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
36	12	shrub	1988	1989-09	Sasa senanensis	クマイザサ	5
36	12	shrub	1998	1998-07-22	Sasa senanensis	クマイザサ	5
36	12	shrub	2002	2002-07-31	Sasa senanensis	クマイザサ	5
36	12	shrub	2009	2009-07-29	Sasa senanensis	クマイザサ	5
36	12	shrub	2017	2017-08-08	Sasa senanensis	クマイザサ	5
36	12	herb	1957	1957-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	4
36	12	herb	1957	1957-09	Tiarella polyphylla	ズダヤクシュ	+
36	12	herb	1957	1957-09	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	12	herb	1958	1958-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	12	herb	1958	1958-08	Tiarella polyphylla	ズダヤクシュ	+
36	12	herb	1959	1959-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	12	herb	1960	1960-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
36	12	herb	1963	1963-08	Impatiens noli-tangere	キツリフネ	+
36	12	herb	1963	1963-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	12	herb	1966	1966-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	12	herb	1972	1972-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	12	herb	1976	1976-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
36	12	herb	2009	2009-07-29	Laportea bulbifera	ムカゴイラクサ	+
36	12	vine	1958	1958-08	Actinidia kolomikta	ミヤママタタビ	+
36	12	vine	1961	1961-08	Actinidia kolomikta	ミヤママタタビ	+
36	12	vine	1963	1963-08	Actinidia kolomikta	ミヤママタタビ	+
36	12	vine	1964	1964-08	Actinidia kolomikta	ミヤママタタビ	+
36	12	moss	1988	1989-09	Moss	コケ類	+
36	12	moss	2009	2009-07-29	Moss	コケ類	+
36	13	canopy	2017	2017-08-08	Salix caprea	バッコヤナギ	3
36	13	subcanopy	2002	2002-07-31	Salix caprea	バッコヤナギ	+
36	13	subcanopy	2009	2009-07-29	Salix caprea	バッコヤナギ	1
36	13	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
36	13	shrub	1957	1957-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	13	shrub	1957	1957-09	Sasa senanensis	クマイザサ	5
36	13	shrub	1957	1957-09	Ribes sachalinense	トガスグリ	+
36	13	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
36	13	shrub	1958	1958-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	13	shrub	1958	1958-08	Sasa senanensis	クマイザサ	5
36	13	shrub	1958	1958-08	Ribes sachalinense	トガスグリ	+
36	13	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
36	13	shrub	1959	1959-09	Sasa senanensis	クマイザサ	5
36	13	shrub	1959	1959-09	Ribes sachalinense	トガスグリ	+
36	13	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
36	13	shrub	1960	1960-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	13	shrub	1960	1960-08	Sasa senanensis	クマイザサ	4
36	13	shrub	1960	1960-08	Ribes sachalinense	トガスグリ	+
36	13	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	13	shrub	1961	1961-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	13	shrub	1961	1961-08	Sasa senanensis	クマイザサ	4
36	13	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
36	13	shrub	1962	1962-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	13	shrub	1962	1962-09	Sasa senanensis	クマイザサ	5
36	13	shrub	1962	1962-09	Ribes sachalinense	トガスグリ	+
36	13	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
36	13	shrub	1963	1963-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	13	shrub	1963	1963-08	Sasa senanensis	クマイザサ	3
36	13	shrub	1963	1963-08	Ribes sachalinense	トガスグリ	+
36	13	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
36	13	shrub	1964	1964-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
36	13	shrub	1964	1964-08	Sasa senanensis	クマイザサ	5
36	13	shrub	1964	1964-08	Ribes sachalinense	トガスグリ	+
36	13	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
36	13	shrub	1965	1965-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	13	shrub	1965	1965-08	Sasa senanensis	クマイザサ	5
36	13	shrub	1965	1965-08	Ribes sachalinense	トガスグリ	+
36	13	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
36	13	shrub	1966	1966-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
36	13	shrub	1966	1966-08	Sasa senanensis	クマイザサ	5
