"","Loc_Name","Year","X","Loc_Year","before","after","avgdef","maxdef","mindef","tblJODA.2011.2019.SppCover_Loc_Name","Sample_Frame","Loc_Number","X_Coord.x","Y_Coord.x","Datum.x","UTM_Zone.x","Elevation","Aspect","Slope","SCOSA","Unit_Code","BareGrdCover","Achillea_millefolium","Achnatherum_spp","Acroptilon_repens","Agoseris_spp","Agropyron_cristatum","Allium_spp","Antennaria_spp","Arabis_spp","Artemisia_arbuscula","Artemisia_tridentata","Aster_spp","Astragalus_spp","Atriplex_spp","Balsamorhiza_spp","Brodiaea_douglasii","Bromus_spp","Bromus_tectorum","Calochortus_spp","Cardaria_draba","Castilleja_spp","Centaurea_diffusa","Centaurea_maculosa","Centaurea_solstitialis","Cercocarpus_ledifolius","Chrysothamnus_viscidiflorus","Cirsium_spp","Crepis_acuminata","Cryptantha_spp","Dalea_ornata","Delphinium_spp","Descurainia_sophia","Elymus_caput_medusae","Elymus_cinereus","Elymus_elymoides","Ericameria_nauseosa","Erigeron_spp","Eriogonum_spp","Erodium_cicutarium","Euphorbia_esula","Festuca_idahoensis","Gutierrezia_sarothrae","Helianthella_uniflora","Hesperostipa_comata","Juniperus_occidentalis","Kochia_scoparia","Lactuca_serriola","Lepidium_perfoliatum","Leptodactylon_pungens","Lewisia_rediviva","Leymus_cinereus","Linaria_dalmatica","Linaria_vulgaris","Lithophragma_spp","Lithospermum_ruderale","Lomatium_spp","Lupinus_spp","Onopordum_acanthium","Opuntia_polyacantha","Penstemon_spp","Phacelia_hastata","Phacelia_spp","Phlox_spp","Poa_bulbosa","Poa_pratensis","Poa_secunda","Poa_spp","Pseudoroegneria_spicata","Purshia_tridentata","Salsola_kali","Salvia_dorrii","Sarcobatus_vermiculatus","Sedum_spp","Sisymbrium_altissimum","Sphaeralcea_munroana","Sporobolus_cryptandrus","Taeniatherum_caput_medusae","Tetradymia_canescens","Tragopogon_dubius","Ventenata_dubia","Verbascum_blattaria","Verbascum_thapsus","Unit","Site","year","ID","Year.num","Year.centered","Elevation.scaled","avg.cat","min.cat","max.cat","elev.cat","scosa.cat","Plot_ID","SampleFram","Plot","X_Coord.y","Y_Coord.y","Datum.y","UTM_Zone.y","ecoclassid","Fire_1994","Fire_1995","Fire_2011","dNBR2011","1994_Hancock_dNBR","1994_Mammal_dNBR","1995_CampHancock_dNBR","avgdef.centered","dNBR2011.scaled","dNBR1994","dNBR1995","PastBurn","BurnCount","nbr94.cat","BurnSeverity1994","nbr95.cat","BurnSeverity1995","nbr.cat","BurnSeverity2011","BurnAll","sev.cat","BurnSeverity"
"861","JODA_Clarno_2015_210",2015,861,2015,2014,2015,21.3374521145,52.66769791,5.906132698,"JODA_Clarno_2015_210","JODA_Clarno",210,704020.084688705,4977630.54366522,"NAD83","10N",583,193,23,-0.380716714979702,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,210,5,4,0.42188444447907,"(21,23]","(5.5,6]","(50,53]","(565,590]","[-0.5,-0.2]","JODA_Clarno_2015_210","JODA_Clarno",210,704020.084689,4977630.54367,"NAD83","10N","R010XB044OR","1994",NA,"2011",676,670,NA,NA,0.531387212356084,-1.78812270568822,670,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","[-570,1.19e+03]","Low"
"862","JODA_Clarno_2015_211",2015,862,2015,2014,2015,22.028119443625,55.52961349,6.128991604,"JODA_Clarno_2015_211","JODA_Clarno",211,702066.944355693,4976342.90776967,"NAD83","10N",424,290,11,0.0652605199465128,"JODA",1,1,2,0,0,0,0,0,0,0,"0",0,0,0,0,0,3,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,211,5,4,-2.11866434368254,"(21,23]","(6,8]","(55,59]","[416,500]","(0.05,0.15]","JODA_Clarno_2015_211","JODA_Clarno",211,702066.944356,4976342.90777,"NAD83","10N","R010XB053OR",NA,"1995","2011",2317,NA,NA,2745,0.852322999322879,0.741608248766186,NA,2745,"1995_2011","2",NA,"No Burn94","(2.1e+03,4.94e+03]","High95","(2.1e+03,5.59e+03]","High11","2.No Burn94.High95.High11","(1.19e+03,2.48e+03]","Medium"
"863","JODA_Clarno_2015_212",2015,863,2015,2014,2015,22.1177258485,54.26756668,6.603056431,"JODA_Clarno_2015_212","JODA_Clarno",212,702898.016490634,4976355.82863571,"NAD83","10N",434,188,2,-0.0345598571996384,"JODA",2,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,212,5,4,-1.95888140103087,"(21,23]","(6,8]","(53,55]","[416,500]","(-0.05,0.05]","JODA_Clarno_2015_212","JODA_Clarno",212,702898.016491,4976355.82864,"NAD83","10N","R010XB053OR",NA,"1995","2011",955,NA,NA,1638,0.893960848477055,-1.35802219606434,NA,1638,"1995_2011","2",NA,"No Burn94","(1.4e+03,2.1e+03]","Medium95","[-570,1.5e+03]","Low11","2.No Burn94.Medium95.Low11","[-570,1.19e+03]","Low"
"864","JODA_Clarno_2015_213",2015,864,2015,2014,2015,20.806155206,52.67884827,5.642217636,"JODA_Clarno_2015_213","JODA_Clarno",213,704316.734144435,4979261.65251303,"NAD83","10N",660,143,14,-0.193207416483849,"JODA",1,0,1,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,1,1,0,0,0,0,0,0,"JODA","Clarno",2015,213,5,4,1.65221310289696,"(20,21]","(5.5,6]","(50,53]","(630,731]","(-0.2,-0.1]","JODA_Clarno_2015_213","JODA_Clarno",213,704316.734144,4979261.65251,"NAD83","10N","blank","1994",NA,"2011",1909,1914,NA,NA,0.284506863087945,0.112644062649552,1914,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.High94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"865","JODA_Clarno_2015_214",2015,865,2015,2014,2015,20.6657727365,52.23750687,5.81806612,"JODA_Clarno_2015_214","JODA_Clarno",214,703223.194303563,4977522.93160267,"NAD83","10N",501,12,15,0.253163227991245,"JODA",0,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,214,5,4,-0.888335685264654,"(20,21]","(5.5,6]","(50,53]","(500,545]","(0.15,0.5]","JODA_Clarno_2015_214","JODA_Clarno",214,703223.194304,4977522.9316,"NAD83","10N","R010XB052OR",NA,NA,"2011",2452,NA,NA,NA,0.219274650088376,0.94972139858419,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","1.No Burn94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"866","JODA_Clarno_2015_215",2015,866,2015,2014,2015,20.68956136675,51.57260513,5.919676304,"JODA_Clarno_2015_215","JODA_Clarno",215,704891.922197306,4977113.77462284,"NAD83","10N",548,1,17,0.292327175095973,"JODA",1,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"0",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,215,5,4,-0.137355854801788,"(20,21]","(5.5,6]","(50,53]","(545,565]","(0.15,0.5]","JODA_Clarno_2015_215","JODA_Clarno",215,704891.922197,4977113.77462,"NAD83","10N","R010XB064OR","1994",NA,"2011",2783,1616,NA,NA,0.23032862998318,1.45998401036019,1616,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(2.48e+03,5.59e+03]","High"
"867","JODA_Clarno_2015_216",2015,867,2015,2014,2015,20.806155206,52.67884827,5.642217636,"JODA_Clarno_2015_216","JODA_Clarno",216,704383.774635085,4978832.59908711,"NAD83","10N",622,53,12,0.125124379023071,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,216,5,4,1.0450379208206,"(20,21]","(5.5,6]","(50,53]","(590,630]","(0.05,0.15]","JODA_Clarno_2015_216","JODA_Clarno",216,704383.774635,4978832.59909,"NAD83","10N","R010XB064OR","1994",NA,"2011",1332,831,NA,NA,0.284506863087945,-0.776846955461472,831,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"868","JODA_Clarno_2015_217",2015,868,2015,2014,2015,20.857759774,53.3365593,5.504813194,"JODA_Clarno_2015_217","JODA_Clarno",217,703332.914253497,4978622.82445975,"NAD83","10N",636,313,13,0.153416250156846,"JODA",4,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,217,5,4,1.26873404053294,"(20,21]","(5.5,6]","(53,55]","(630,731]","(0.15,0.5]","JODA_Clarno_2015_217","JODA_Clarno",217,703332.914253,4978622.82446,"NAD83","10N","R010XB044OR","1994",NA,"2011",2136,NA,1411,NA,0.308486211674107,0.462582470121307,1411,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.Medium94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"869","JODA_Clarno_2015_218",2015,869,2015,2014,2015,17.582297444125,50.24514008,5.794125557,"JODA_Clarno_2015_218","JODA_Clarno",218,701946.130960304,4976954.18849495,"NAD83","10N",506,237,12,-0.113236822655327,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,218,5,4,-0.808444213938817,"[14,18]","(5.5,6]","(50,53]","(500,545]","(-0.2,-0.1]","JODA_Clarno_2015_218","JODA_Clarno",218,701946.13096,4976954.18849,"NAD83","10N","R010XB044OR",NA,"1995","2011",1609,NA,NA,1861,-1.21353898944595,-0.349829603612679,NA,1861,"1995_2011","2",NA,"No Burn94","(1.4e+03,2.1e+03]","Medium95","(1.5e+03,2.1e+03]","Medium11","2.No Burn94.Medium95.Medium11","(1.19e+03,2.48e+03]","Medium"
"870","JODA_Clarno_2015_219",2015,870,2015,2014,2015,21.3374521145,52.66769791,5.906132698,"JODA_Clarno_2015_219","JODA_Clarno",219,703783.203953055,4977749.0770841,"NAD83","10N",580,245,19,-0.137591047514811,"JODA",1,0,2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,219,5,4,0.373949561683567,"(21,23]","(5.5,6]","(50,53]","(565,590]","(-0.2,-0.1]","JODA_Clarno_2015_219","JODA_Clarno",219,703783.203953,4977749.07708,"NAD83","10N","R010XB064OR","1994",NA,"2011",1835,1133,NA,NA,0.531387212356084,-0.00143277502846472,1133,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Medium94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"871","JODA_Clarno_2015_22",2015,871,2015,2014,2015,20.857759774,53.3365593,5.504813194,"JODA_Clarno_2015_22","JODA_Clarno",22,703121.976382925,4978090.73039587,"NAD83","10N",589,117,3,-0.0237600269290811,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,22,5,4,0.517754210070074,"(20,21]","(5.5,6]","(53,55]","(565,590]","(-0.05,0.05]","JODA_Clarno_2015_22","JODA_Clarno",22,703121.976383,4978090.7304,"NAD83","10N","R010XB044OR",NA,NA,"2011",1584,NA,NA,NA,0.308486211674107,-0.388369075801198,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","1.No Burn94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"872","JODA_Clarno_2015_220",2015,872,2015,2014,2015,20.806155206,52.67884827,5.642217636,"JODA_Clarno_2015_220","JODA_Clarno",220,704886.810920889,4978605.46571331,"NAD83","10N",571,264,5,-0.00911025585436371,"JODA",1,1,0,0,0,0,0,0,0,0,"0",0,4,0,0,0,1,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,220,5,4,0.230144913297061,"(20,21]","(5.5,6]","(50,53]","(565,590]","(-0.05,0.05]","JODA_Clarno_2015_220","JODA_Clarno",220,704886.810921,4978605.46571,"NAD83","10N","R010XB053OR","1994",NA,"2011",2185,1259,NA,NA,0.284506863087945,0.538119835610805,1259,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.Medium94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"873","JODA_Clarno_2015_23",2015,873,2015,2014,2015,21.809025049625,54.35564041,6.581532955,"JODA_Clarno_2015_23","JODA_Clarno",23,704455.567878514,4976812.41858829,"NAD83","10N",477,184,3,-0.052208468483932,"JODA",1,0,3,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0",NA,0,0,0,2,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,23,5,4,-1.27181474762867,"(21,23]","(6,8]","(53,55]","[416,500]","(-0.1,-0.05]","JODA_Clarno_2015_23","JODA_Clarno",23,704455.567879,4976812.41859,"NAD83","10N","R010XB053OR","1994",NA,"2011",2327,1473,NA,NA,0.750515328982537,0.757024037641594,1473,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"874","JODA_Clarno_2015_24",2015,874,2015,2014,2015,21.809025049625,54.35564041,6.581532955,"JODA_Clarno_2015_24","JODA_Clarno",24,704397.168519815,4977104.68643553,"NAD83","10N",520,35,28,0.38456859039161,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,2,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"1",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,24,5,4,-0.584748094226474,"(21,23]","(6,8]","(53,55]","(500,545]","(0.15,0.5]","JODA_Clarno_2015_24","JODA_Clarno",24,704397.16852,4977104.68644,"NAD83","10N","R010XB044OR","1994",NA,"2011",1723,1016,NA,NA,0.750515328982537,-0.174089610433031,1016,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Medium94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"875","JODA_Clarno_2015_25",2015,875,2015,2014,2015,20.46482282925,49.88044739,5.904709339,"JODA_Clarno_2015_25","JODA_Clarno",25,704390.856938495,4978332.21308434,"NAD83","10N",613,23,12,0.191383720487251,"JODA",1,0,0,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0",NA,0,0,1,0,0,0,2,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,25,5,4,0.90123327243409,"(20,21]","(5.5,6]","(47,50]","(590,630]","(0.15,0.5]","JODA_Clarno_2015_25","JODA_Clarno",25,704390.856938,4978332.21308,"NAD83","10N","R010XB044OR","1994",NA,"2011",1296,693,NA,NA,0.125898267704853,-0.83234379541294,693,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"876","JODA_Clarno_2015_26",2015,876,2015,2014,2015,20.806155206,52.67884827,5.642217636,"JODA_Clarno_2015_26","JODA_Clarno",26,704838.024827122,4979427.10078995,"NAD83","10N",724,339,10,0.162114539766755,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,26,5,4,2.67482393586767,"(20,21]","(5.5,6]","(50,53]","(630,731]","(0.15,0.5]","JODA_Clarno_2015_26","JODA_Clarno",26,704838.024827,4979427.10079,"NAD83","10N","R010XB022OR","1994",NA,"2011",2807,1218,NA,NA,0.284506863087945,1.49698190366116,1218,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.Medium94.No Burn95.High11","(2.48e+03,5.59e+03]","High"
"877","JODA_Clarno_2015_27",2015,877,2015,2014,2015,17.582297444125,50.24514008,5.794125557,"JODA_Clarno_2015_27","JODA_Clarno",27,702039.107043939,4976997.32151321,"NAD83","10N",522,206,18,-0.277742634749466,"JODA",0,0,3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,27,5,4,-0.552791505696139,"[14,18]","(5.5,6]","(50,53]","(500,545]","[-0.5,-0.2]","JODA_Clarno_2015_27","JODA_Clarno",27,702039.107044,4976997.32151,"NAD83","10N","R010XB044OR",NA,"1995","2011",1568,NA,NA,2013,-1.21353898944595,-0.41303433800185,NA,2013,"1995_2011","2",NA,"No Burn94","(1.4e+03,2.1e+03]","Medium95","(1.5e+03,2.1e+03]","Medium11","2.No Burn94.Medium95.Medium11","(1.19e+03,2.48e+03]","Medium"
"878","JODA_Clarno_2015_28",2015,878,2015,2014,2015,22.1177258485,54.26756668,6.603056431,"JODA_Clarno_2015_28","JODA_Clarno",28,702998.808306305,4976930.34527531,"NAD83","10N",482,175,12,-0.207120524063942,"JODA",1,0,2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,1,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,28,5,4,-1.19192327630283,"(21,23]","(6,8]","(53,55]","[416,500]","[-0.5,-0.2]","JODA_Clarno_2015_28","JODA_Clarno",28,702998.808306,4976930.34527,"NAD83","10N","R010XB044OR",NA,"1995","2011",1225,NA,NA,1045,0.893960848477055,-0.941795896428334,NA,1045,"1995_2011","2",NA,"No Burn94","[249,1.4e+03]","Low95","[-570,1.5e+03]","Low11","2.No Burn94.Low95.Low11","(1.19e+03,2.48e+03]","Medium"
"879","JODA_Clarno_2015_29",2015,879,2015,2014,2015,20.857759774,53.3365593,5.504813194,"JODA_Clarno_2015_29","JODA_Clarno",29,703539.673676328,4978203.60405001,"NAD83","10N",562,108,10,-0.0536602379413217,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,3,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,29,5,4,0.086340264910555,"(20,21]","(5.5,6]","(53,55]","(545,565]","(-0.1,-0.05]","JODA_Clarno_2015_29","JODA_Clarno",29,703539.673676,4978203.60405,"NAD83","10N","R010XB052OR","1994",NA,"2011",1566,NA,665,NA,0.308486211674107,-0.416117495776932,665,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Low94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"880","JODA_Clarno_2015_3",2015,880,2015,2014,2015,20.46482282925,49.88044739,5.904709339,"JODA_Clarno_2015_3","JODA_Clarno",3,704594.795315647,4977601.83926113,"NAD83","10N",534,109,21,-0.116673191950059,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,1,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,3,5,4,-0.361051974514131,"(20,21]","(5.5,6]","(47,50]","(500,545]","(-0.2,-0.1]","JODA_Clarno_2015_3","JODA_Clarno",3,704594.795316,4977601.83926,"NAD83","10N","R010XB044OR","1994",NA,"2011",1528,769,NA,NA,0.125898267704853,-0.474697493503481,769,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Low94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"881","JODA_Clarno_2015_30",2015,881,2015,2014,2015,20.806155206,52.67884827,5.642217636,"JODA_Clarno_2015_30","JODA_Clarno",30,704421.78966775,4978973.38739015,"NAD83","10N",601,169,6,-0.102607980987539,"JODA",0,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",5,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,30,5,4,0.709493741252082,"(20,21]","(5.5,6]","(50,53]","(590,630]","(-0.2,-0.1]","JODA_Clarno_2015_30","JODA_Clarno",30,704421.789668,4978973.38739,"NAD83","10N","R010XB053OR","1994",NA,"2011",1757,982,NA,NA,0.284506863087945,-0.121675928256645,982,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Medium94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"882","JODA_Clarno_2015_31",2015,882,2015,2014,2015,17.582297444125,50.24514008,5.794125557,"JODA_Clarno_2015_31","JODA_Clarno",31,701661.880424014,4977410.08717733,"NAD83","10N",478,5,17,0.291259142116836,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,31,5,4,-1.2558364533635,"[14,18]","(5.5,6]","(50,53]","[416,500]","(0.15,0.5]","JODA_Clarno_2015_31","JODA_Clarno",31,701661.880424,4977410.08718,"NAD83","10N","R010XB064OR",NA,"1995","2011",2399,NA,NA,2903,-1.21353898944595,0.868017717544529,NA,2903,"1995_2011","2",NA,"No Burn94","(2.1e+03,4.94e+03]","High95","(2.1e+03,5.59e+03]","High11","2.No Burn94.High95.High11","(1.19e+03,2.48e+03]","Medium"
"883","JODA_Clarno_2015_32",2015,883,2015,2014,2015,21.3374521145,52.66769791,5.906132698,"JODA_Clarno_2015_32","JODA_Clarno",32,703445.452437183,4977280.70662271,"NAD83","10N",502,281,21,0.0683798284278908,"JODA",3,1,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,1,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2015,32,5,4,-0.872357390999487,"(21,23]","(5.5,6]","(50,53]","(500,545]","(0.05,0.15]","JODA_Clarno_2015_32","JODA_Clarno",32,703445.452437,4977280.70662,"NAD83","10N","R010XB044OR","1994",NA,"2011",1363,884,NA,NA,0.531387212356084,-0.729058009947708,884,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
